Author-作者,Title-题名,Source-刊名,Year-年,Roll-卷,Period-期,PageCount-页码
李琳;张静;,试论法治视角下企业工会组织如何促进安全生产,中国劳动关系学院学报,2015,,5,"""38-42"""
孙晋;,建设枢纽型社会组织:中国工会改革发展的重大机遇和挑战,中国劳动关系学院学报,2015,,5,"""1-4"""
郭振纲;,"“互联网+”时代,工会大有作为",工会信息,2015,,28,"""1"""
朱红;,密云县召开工会第十三次代表大会,工会博览,2015,,10,"""44"""
刘有军;,新常态下高校工会理论与实践创新思考,天津市工会管理干部学院学报,2015,,3,"""17-21"""
巩庆波;,教练员权利表现特征与保障机制研究,西安体育学院学报,2015,,6,"""662-667"""
鲍兴华;,仪征市总工会激发基层工会干部创新创优动力,工会信息,2015,,27,"""36"""
李兴龙;,菏泽市总工会与政府8部门协同实施会员服务卡项目,工会信息,2015,,27,"""39"""
刘业林;徐果;,镇江市总工会六项行动打造“农民工之家”,工会信息,2015,,27,"""44"""
梁双生;,新时期医院工会管理制度创新的探讨,时代金融,2015,,26,"""278"""
吕延令;,关于新形势下医院临时工入会的几点思考,世界最新医学信息文摘,2015,,74,"""242-243"""
李娟;,于改革中加强——谈企业的工会工作,赤子(上中旬),2015,,18,"""344"""
,工会应树立明晰的组织形象,工友,2015,,9,"""1"""
杨健;张春宜;,"创建模范职工之家,促进企业和谐发展——佛广集团工会荣获“广东省模范职工之家”称号",人民公交,2015,,9,"""84-85"""
张晓霞;,劳资权力均衡视角下的劳动者权利保护研究（英文）,China Legal Science,2015,,5,"""36-60"""
石维明;,铁路项目经理部的维权工作现状及思考,中国工运,2015,,9,"""50-51"""
本刊评论员;,数据不会说谎,中国工人,2015,,9,"""1"""
刘华芳;,强化五种意识 培养五种能力 不断提高工会财务工作水平,中国工会财会,2015,,9,"""4-5"""
王香阑;闵丹;,工会发挥作用 促劳动争议多元调解,工会博览,2015,,9,"""14-17"""
花红斌;,灌南县总工会尝试“约谈制度”破解工作难题,工会信息,2015,,25,"""34"""
秦京根;,发挥工会职能作用 促进灌区和谐发展,河北水利,2015,,8,"""10"""
,山东工会“三部曲”唱响“六五”普法好声音,工会信息,2015,,24,"""21-23"""
徐志良;,以项目化管理推进镇街工会创新,工会信息,2015,,24,"""28"""
廖巧玲;,吸引农民工走进工会的“家”,工友,2015,,8,"""26-27"""
郝敏;,浅谈建设一流企业工会的探索与实践,陕西煤炭,2015,,4,"""150-152"""
,明确定位 创新发展 推动全国工会职工法律援助工作再上新台阶——2012-2014年推进职工法律援助工作综述,中国工运,2015,,8,"""26-29"""
闵书文;,职工诉求找工会 法律援助解难事——宜宾市总工会法律援助“五经验”,中国工运,2015,,8,"""34-35"""
郑莉;彭文卓;,实现农民工的“体面劳动”,中国职工教育,2015,,8,"""70"""
,徐汇区总工会,工会理论研究(上海工会管理职业学院学报),2015,,4,"""52"""
秦肖飞;,建筑施工企业职工维权面临的问题及解决措施,东方企业文化,2015,,15,"""373"""
陈志芳;,发挥工会在和谐企业建设中的作用,发展,2015,,8,"""100"""
蔡东;,把握总方向 适应新常态 创新工会工作思路,中国工人,2015,,8,"""39-41"""
杨召奎;,说说带薪休假,中国工人,2015,,8,"""28-32"""
,编读茶座,工会博览,2015,,8,"""33"""
朱健;,湖州市总工会征集职工“微感言”,工会信息,2015,,22,"""33"""
张婷;,兴化市总工会职工维权工作站提升法律援助水平,工会信息,2015,,22,"""40"""
卞永琳;,泰州市姜堰区总工会明确下半年工作重点,工会信息,2015,,22,"""43"""
李茗茗;,工会在“民工荒”问题中的经济学省思,中国劳动关系学院学报,2015,,4,"""53-56"""
王亮;王可;,基于“中国梦”创新广电有线信息网络公司工会工作,科技视界,2015,,21,"""220"""
赵莉;,新时期加强基层企业工会财务工作之我见,品牌,2015,,7,"""194"""
,突出维权职能 全方位做好农民工服务工作,工会信息,2015,,21,"""7-8"""
闵书文;,职工诉求找工会 法律援助解难事——宜宾市总工会法律援助“五经验”,工会信息,2015,,21,"""24-25"""
谭礼华;,强化“三个”保障 做好农民工入会工作,工会信息,2015,,21,"""28-29"""
龙敏;,如何加强职工群众维权帮扶工作,赤子(上中旬),2015,,14,"""16-17"""
陈筱燕;,浅谈在新形势下如何做好企业工会工作,中小企业管理与科技(中旬刊),2015,,7,"""26"""
,信息超市,工友,2015,,7,"""44"""
,健机制 抓重点 强服务 全力做好农民工会员发展工作,中国工运,2015,,7,"""27-28"""
,创新机制 畅通渠道 全力做好城市转型期职工队伍信访维稳工作,中国工运,2015,,7,"""33-34"""
胡古月;,新形势下工会改革对策探究,湖南行政学院学报,2015,,4,"""93-96"""
胡洪武;,国有企业工会工作热点探析及工作创新,企业改革与管理,2015,,12,"""95"""
于富来;,浅析高校工会对现代大学制度的推动作用,天津市工会管理干部学院学报,2015,,2,"""13-15"""
,天津市工会管理干部学院学报稿约,天津市工会管理干部学院学报,2015,,2,"""65"""
胡祥芳;,农民工讨薪的法律思考,法制博览,2015,,18,"""98-100"""
周晓;,施工单位项目部工会工作浅谈,经营管理者,2015,,18,"""82-83"""
韩志清;,如何发挥煤炭企业工会组织的作用,东方企业文化,2015,,12,"""73-74"""
曾文凤;,企业工会工作新问题的应对措施,东方企业文化,2015,,12,"""99"""
高云;,扬州市总工会开通微信公众号,工会信息,2015,,18,"""41"""
朱健;,湖州工会征集职工“微感言”,工会信息,2015,,18,"""41"""
钱建朝;,靖江市总工会强化工会干部素质培养,工会信息,2015,,18,"""43"""
,信息短波,工会信息,2015,,18,"""47-48"""
李剑萍;,新形势下国有企业工会女职工工作的研究,统计与管理,2015,,6,"""139-140"""
梁保艳;,创新科研事业单位工会工作的思考,山东工会论坛,2015,,3,"""26-27"""
孙淑英;,发挥工会职能 维护职工权益,企业文明,2015,,6,"""87"""
陈建华;,紧贴形势任务 主动做好工会工作,才智,2015,,17,"""334+336"""
忻平;姜继平;高芳;朱曈;,大学章程建设中民主管理和教职工维权法律地位研究,北京市工会干部学院学报,2015,,2,"""29-35"""
,运用法治思维和法治方式构建维权服务新体系,中国工运,2015,,6,"""49-50"""
邹卫民;,关于推进工会工作法治化建设的思考,工会理论研究(上海工会管理职业学院学报),2015,,3,"""27-29"""
刘素华;,关于运用法治思维和法治方式协调劳动关系的几点思考,工会理论研究(上海工会管理职业学院学报),2015,,3,"""23-26"""
张双宁;刘冬芳;朱倩;,加强和改进新时期高职院校工会工作的探讨,科技资讯,2015,,11,"""170+172"""
王海勇;,新时期基层工会工作的若干问题的思考,东方企业文化,2015,,11,"""167"""
胡志强;,“工会进社会”的一个成功范例——走进T3航站楼“的士职工之家”工会服务站,工会博览,2015,,6,"""13"""
郭晓莉;,关于创建“学习型、服务型、创新型”高校工会的研究,知识经济,2015,,11,"""141"""
钱桂林;,基层工会主席也需要一把保障自身权益的“保护伞”,工会信息,2015,,16,"""14"""
,新疆维吾尔自治区职工劳动经济权益情况的调查报告,中国工运,2015,,5,"""27-29"""
方良军;,摆正位置 主动融入 扎实做好改制企业的工会工作,中国工运,2015,,5,"""36-37"""
李刚峰;,以“五个坚持和五个加强”推进经济新常态下的工会工作,中国工运,2015,,5,"""38-39"""
,信息动态,中国工运,2015,,5,"""61-64"""
郑延琦;于连振;满广富;徐琳;,女性劳务派遣与社会保障,中国人力资源开发,2015,,10,"""93-98"""
宿建梅;,新常态下完善维权机制构建和谐劳动关系的思路与出路,现代国企研究,2015,,10,"""46"""
,湖南省总工会“四到位”推进工会法治化建设,工会信息,2015,,15,"""40"""
陈明;彭志祥;王美;,泰安市泰山区总工会启动“法治化工会”建设,工会信息,2015,,15,"""43"""
陈明珠;,治理理论下的农业转移人口市民化问题,城市学刊,2015,,3,"""67-72"""
赵康;,浅谈做好职工精神文化权益保障工作,农场经济管理,2015,,5,"""51-52"""
,切实发挥工会职能 依法维护职工权益——工会工作法治化之五,兵团工运,2015,,5,"""13"""
,坚持“两个维护” 扎实推进维权帮扶工作,衡阳通讯,2015,,5,"""26-27"""
徐波;,浅谈“六表一卡一案”民主管理工作法的意义,东方企业文化,2015,,9,"""367"""
谢严兴;,透析集体协商之路,人力资源,2015,,9,"""27-29"""
,福州市总工会致力打造“工会+”服务新模式,工会信息,2015,,13,"""34"""
尚社;刘义昂;王建平;,滨海县百家小微企业主动申请建会,工会信息,2015,,13,"""45"""
李冬冬;,峰峰集团工会给工会干部立规矩、定标准,工会信息,2015,,13,"""46"""
匡志强;,突出普惠服务 全力打造“五型”职工之家,中国工运,2015,,4,"""28-29"""
应姿;,舟山市定海区加快职工服务中心建设实现“帮扶解困”规范化,中国工运,2015,,4,"""30"""
郎国清;,建立工会组织履职清单 推进工会工作法治化建设,中国工运,2015,,4,"""31-32"""
周琳越;,打造三个体系 切实服务职工群众,中国工运,2015,,4,"""43-44"""
石文通;,兰州石化公司女职工工作亮点频出,工会信息,2015,,12,"""32-33"""
杜娅玲;,东阳市委副书记姚激扬强调:工会工作要主动有为,工会信息,2015,,12,"""39"""
,重庆市总工会构筑“三网”推动维权维稳工作,工会信息,2015,,12,"""40"""
魏勇;李业文;李颖;刘磊;,山东省政府与工会联席会议机制建设研究,山东工会论坛,2015,,2,"""6-9"""
陈晓君;,十师北屯市积极开展女职工维权行动月活动,兵团工运,2015,,4,"""43"""
汪新蓉;,劳资关系中的劳动者权利保护路径研究——以利益组织化为分析视角,社会主义研究,2015,,2,"""77-84"""
,虹口区总工会,工会理论研究(上海工会管理职业学院学报),2015,,2,"""4"""
,上海建工材料工程有限公司工会,工会理论研究(上海工会管理职业学院学报),2015,,2,"""50-51"""
杜秀红;,浅议工会组织在和谐企业建设中的推进作用,河北企业,2015,,4,"""74"""
贵丰;,贵州:“春风行动”促15万人就业,人才资源开发,2015,,7,"""61"""
,武汉企业联合会 武汉企业家协会,中国社会组织,2015,,7,"""5"""
尤丽;,培养职工主动维权意识 切实维护职工合法权益,法制博览,2015,,10,"""237+234"""
肖冬根;,遂川县建立首个村级网站服务农民工,工会信息,2015,,10,"""41"""
孙新涛;谢涛;,镇江市总工会打造普法新格局,工会信息,2015,,10,"""41"""
刘寅生;,东台市总工会开展法律咨询活动,工会信息,2015,,10,"""48"""
,视觉信息,工会信息,2015,,10,"""49"""
段华;,关于新形势下做好劳动争议调解工作的思考——以中石化中原油田工会劳动争议调解工作实践为例,中国劳动关系学院学报,2015,,2,"""28-32"""
天津市总工会课题组;,关于工会在公共管理中地位作用的思考,天津市工会管理干部学院学报,2015,,1,"""1-8"""
李振修;,谈医院工会工作的改革与创新,东方企业文化,2015,,6,"""162-163"""
董柏云;,“路大姐”维权工作室的启示,工会信息,2015,,9,"""17"""
刘业林;,运用法治思维和法治方式创新维权方式——江苏省镇江市总工会定期发布维权预警信息的做法,工会信息,2015,,9,"""31-32"""
花红斌;,灌南县总工会强化维权机制建设,工会信息,2015,,9,"""44"""
齐贵强;,南昌铁路局工会依法深化民主管理,工会信息,2015,,9,"""46"""
,以改革创新精神推动工会女职工工作实现新发展,中国工运,2015,,3,"""4-7"""
,工会在预防化解群体性劳资纠纷中发挥作用的研究,中国工运,2015,,3,"""24-26+29"""
,信息超市,工友,2015,,3,"""44-45"""
孙殿霞;,企业女职工维权工作刍议,赤子(上中旬),2015,,5,"""159"""
,地方工会“源头参与”的成功一例——南充市总工会推动市政府出台工资集体协商实施细则的经过,工会信息,2015,,7,"""14-15"""
武卫华;,朝阳区各级工会 节前为职工送去关爱,工会博览,2015,,3,"""38"""
,怀柔总工会请专业律师为职工讲法,工会博览,2015,,3,"""43"""
,密云县总工会召开重点工作考评会,工会博览,2015,,3,"""44"""
,让温暖再升级——京粮集团“迎新春、送温暖”活动稳步推进,工会博览,2015,,3,"""66"""
刘继军;,新形势下工会组织突出维护职能探索,石油政工研究,2015,,1,"""61-62"""
赵涤群;,学习贯彻四中全会精神 做到依法维权依法治会,中国工运,2015,,2,"""37-38"""
徐能如;花红斌;,开展职工维权听证工作的探索实践,中国工运,2015,,2,"""47-48"""
,信息动态,中国工运,2015,,2,"""61-64"""
李姗;,浅谈如何发挥好工会在企业发展中的作用,黑河学刊,2015,,2,"""47-48"""
樊小高;,坚持以法治思维和法治方式开展工会工作,工会信息,2015,,6,"""6-8"""
杨钧;秦洁;,靖江“阳光微平台”彰显惠民大能量,工会信息,2015,,6,"""10-11"""
陈德荣;,运用法治思维法治方式维护职工权益 无锡市总工会构建法律维权“三位一体”新格局,工会信息,2015,,6,"""14-15"""
柯进水;,江西省教育工会“七大工程”培育职工之家,工会信息,2015,,6,"""16-17"""
,长春市总工会把工会工作纳入法治化轨道,工会信息,2015,,6,"""42"""
于睿;,青岛市职工需求调查和研究(2014),山东工会论坛,2015,,1,"""14-21"""
薛泽军;,论文明单位创建在煤炭企业中的重要作用,企业导报,2015,,4,"""174-175"""
